Gender,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status,Application_Note
Male,Graduate,No,1189,321.26490264,221.0,0.0,Rural,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Not Graduate,No,150,21.26516503,104.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Business is booming right now.
Female,Graduate,No,150,5849.55644221,180.0,1.0,Rural,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,1858,0.0,160.0,1.0,Rural,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,3194,3995.57910831,182.0,1.0,Rural,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Not Graduate,No,401,3027.84891494,107.0,0.0,Urban,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,15308,0.0,244.0,0.0,Rural,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,2735,0.0,209.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,1373,0.0,129.0,1.0,Urban,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Not Graduate,No,150,0.0,290.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,634,0.0,365.0,1.0,Rural,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,1043,2517.06151443,197.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,1643,284.01370893,159.0,1.0,Rural,N,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,1674,46.09714939,113.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,2951,956.48017466,192.0,1.0,Rural,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,4632,131.81073613,142.0,1.0,Semiurban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,150,135.16455891,256.0,1.0,Rural,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Not Graduate,No,150,938.94367501,413.0,1.0,Semiurban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,6704,0.0,234.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,Yes,150,1251.39901782,161.0,1.0,Urban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,150,0.0,164.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,6862,0.0,260.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,2375,0.0,171.0,1.0,Urban,N,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,Yes,1039,0.0,234.0,1.0,Urban,N,Consolidating high-interest debts. I might struggle slightly initially.
Female,Not Graduate,No,7141,278.20358852,179.0,0.0,Urban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,150,0.0,35.0,0.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Female,Graduate,No,150,0.0,221.0,1.0,Urban,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,772,0.0,139.0,1.0,Rural,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,754,0.0,178.0,0.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,0.0,104.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,3157,0.0,191.0,1.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,2828,0.0,89.0,0.0,Semiurban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Not Graduate,No,150,2994.15577126,98.0,0.0,Urban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,1876,0.0,107.0,0.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,Yes,11455,221.10540201,181.0,0.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,Yes,791,249.71472598,278.0,1.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Female,Graduate,No,2627,1439.48718494,233.0,0.0,Semiurban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,1463,0.0,178.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,998,0.0,176.0,1.0,Urban,N,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,7824,0.0,348.0,1.0,Rural,Y,Investment in a new startup opportunity. I am very confident in repayment.
Female,Graduate,No,150,31.59195534,286.0,0.0,Urban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,Yes,1082,5604.12035223,175.0,1.0,Rural,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,Yes,2478,0.0,182.0,1.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,318,0.0,160.0,1.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Female,Graduate,No,414,0.0,343.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,13329,0.0,199.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,190.0,0.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,7595,624.14899102,63.0,0.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,2949,1462.7885128,202.0,1.0,Rural,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,549,2716.79630788,222.0,0.0,Semiurban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,176.0,1.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,0.0,197.0,1.0,Semiurban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,150,4240.56817896,182.0,1.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Female,Graduate,Yes,6369,0.0,280.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,Yes,3432,427.01823247,71.0,0.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,8288,0.0,269.0,1.0,Urban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,459,0.0,298.0,1.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,8665,0.0,175.0,1.0,Semiurban,N,Buying a new car for daily commute. Facing some financial stress currently.
Female,Graduate,No,2802,1159.39023002,232.0,0.0,Semiurban,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,3455,0.0,355.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Female,Not Graduate,No,3676,2924.32034767,254.0,1.0,Semiurban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,798,0.0,196.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Not Graduate,Yes,2608,0.0,176.0,0.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,No,1281,0.0,110.0,0.0,Rural,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,10178,39.8776374,121.0,1.0,Rural,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,150,1376.74636959,57.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,1203,0.0,239.0,0.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,2228,4172.96177764,265.0,0.0,Semiurban,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,Yes,7251,0.0,157.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,2681,1204.7130497,140.0,1.0,Semiurban,N,Planning to expand my small business operations. Business is booming right now.
Female,Graduate,No,7400,1997.90276041,58.0,1.0,Urban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Not Graduate,No,150,0.0,400.0,1.0,Rural,N,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,1282,0.0,161.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,840,0.0,205.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,150,2054.72827552,338.0,0.0,Rural,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,150,154.04402949,289.0,1.0,Rural,Y,Consolidating high-interest debts. Facing some financial stress currently.
Female,Not Graduate,No,780,0.0,185.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,Yes,150,0.0,600.0,1.0,Urban,N,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,Yes,2133,0.0,182.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,617,0.0,457.0,1.0,Urban,N,Planning to expand my small business operations. Business is booming right now.
Female,Not Graduate,Yes,2455,0.0,191.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,Yes,1060,2038.29377671,231.0,1.0,Semiurban,N,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,150,0.0,144.0,0.0,Semiurban,N,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,240,0.0,251.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,No,12338,3369.73530203,227.0,1.0,Rural,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Female,Graduate,No,6806,0.0,138.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Not Graduate,No,4968,0.0,386.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,1271,0.0,244.0,1.0,Urban,N,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,1124,0.0,174.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,150,0.0,280.0,1.0,Semiurban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,No,150,0.0,155.0,1.0,Semiurban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,5638,0.0,164.0,1.0,Rural,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,756,0.0,61.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,Yes,589,180.22082671,395.0,1.0,Rural,N,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,4883,0.0,232.0,1.0,Rural,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,1603,178.16877382,244.0,0.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,150,0.0,233.0,1.0,Rural,Y,Buying a new car for daily commute. I might struggle slightly initially.
Female,Graduate,No,150,260.13227189,75.0,1.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,1374,366.51190413,257.0,0.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,Yes,3494,75.74554742,193.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,Yes,4820,398.65565923,179.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,Yes,6184,0.0,74.0,1.0,Urban,N,Planning to expand my small business operations. Business is booming right now.
Male,Not Graduate,No,937,0.0,245.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,1457,91.90980663,131.0,1.0,Rural,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,Yes,1489,1289.91939298,153.0,0.0,Semiurban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,1860,0.0,253.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,6145,3433.27621263,124.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,1076,854.47819867,160.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,144.0,0.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,3840,0.0,223.0,1.0,Urban,N,Consolidating high-interest debts. Facing some financial stress currently.
Female,Graduate,No,570,0.0,121.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Female,Graduate,No,4877,0.0,244.0,0.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,2589,127.26469299,600.0,1.0,Rural,N,I need to renovate my house immediately. Facing some financial stress currently.
Female,Not Graduate,No,2839,78.62089558,274.0,1.0,Rural,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,3684,1210.18472533,193.0,0.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,Yes,4198,63.58154011,172.0,1.0,Urban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,Yes,2906,0.0,109.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,7736,0.0,108.0,1.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Female,Graduate,No,5162,1961.42743183,90.0,0.0,Urban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,2699,0.0,189.0,1.0,Rural,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,150,0.0,241.0,1.0,Urban,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,1289,0.0,224.0,1.0,Semiurban,Y,Buying a new car for daily commute. I am very confident in repayment.
Female,Graduate,No,4411,0.0,184.0,1.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,1080,0.0,51.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,2153,4840.4239267,243.0,0.0,Rural,N,Investment in a new startup opportunity. I might struggle slightly initially.
Female,Graduate,No,150,0.0,95.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,308,1306.2539704,258.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,6747,1735.21722089,44.0,1.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,425,475.32326582,169.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Female,Graduate,Yes,1985,0.0,338.0,1.0,Semiurban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,Yes,5004,64.01491672,172.0,1.0,Semiurban,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,3380,93.21007535,141.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,4301,0.0,512.0,1.0,Urban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,4131,0.0,195.0,0.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,150,189.1729266,232.0,0.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,5599,0.0,145.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Female,Graduate,No,150,13.8435824,246.0,1.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,Yes,587,0.0,184.0,1.0,Urban,N,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,Yes,150,367.59334935,363.0,1.0,Rural,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,1043,47.65409864,162.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,No,150,0.0,221.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,1378,0.0,150.0,0.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,677,3628.59674879,149.0,0.0,Semiurban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Not Graduate,No,7033,0.0,105.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Female,Graduate,No,150,1130.46908698,203.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,4460,0.0,231.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,2040,716.35238307,178.0,1.0,Rural,Y,Buying a new car for daily commute. I might struggle slightly initially.
Female,Graduate,No,150,102.6795615,158.0,1.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,4372,136.89885566,57.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,2296,0.0,59.0,1.0,Semiurban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,150,0.0,210.0,1.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,3977,1380.82426644,247.0,1.0,Semiurban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,150,0.0,115.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,3206,0.0,180.0,1.0,Rural,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,150,0.0,196.0,1.0,Rural,N,I need to renovate my house immediately. Business is booming right now.
Female,Graduate,No,3189,0.0,258.0,1.0,Semiurban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,Yes,787,124.92117802,216.0,0.0,Semiurban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,150,0.0,130.0,1.0,Rural,N,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,No,2459,9910.54873292,166.0,1.0,Semiurban,N,Planning to expand my small business operations. Business is booming right now.
Female,Graduate,No,4280,0.0,185.0,0.0,Urban,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Not Graduate,No,2027,0.0,600.0,0.0,Rural,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,977,0.0,369.0,1.0,Urban,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,2790,107.00361514,161.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,6952,1831.59050211,94.0,1.0,Semiurban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Not Graduate,No,5583,140.5609074,195.0,0.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,0.0,182.0,0.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Female,Not Graduate,No,1742,0.0,34.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,242,142.04258796,490.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Not Graduate,No,150,0.0,116.0,0.0,Semiurban,N,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,295,0.0,368.0,1.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Not Graduate,No,2219,0.0,296.0,1.0,Rural,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,No,12981,0.0,187.0,0.0,Semiurban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,313,573.39750664,233.0,1.0,Urban,N,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,Yes,2394,0.0,120.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,1451,0.0,298.0,1.0,Rural,N,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,593,0.0,198.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,3175,364.89829041,96.0,1.0,Urban,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,584,0.0,42.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,Yes,800,0.0,241.0,1.0,Semiurban,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Not Graduate,No,3951,0.0,257.0,1.0,Semiurban,N,I need to renovate my house immediately. I might struggle slightly initially.
Female,Not Graduate,Yes,3743,0.0,162.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Female,Graduate,No,1700,0.0,249.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Not Graduate,Yes,1538,0.0,198.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,150,0.0,82.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,7857,0.0,9.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,224.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,15302,0.0,217.0,1.0,Urban,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,Yes,7373,0.0,118.0,1.0,Urban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Not Graduate,No,979,0.0,221.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Female,Not Graduate,No,5705,0.0,221.0,1.0,Rural,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,791,0.0,115.0,1.0,Semiurban,N,Investment in a new startup opportunity. I am very confident in repayment.
Female,Not Graduate,No,150,0.0,396.0,1.0,Semiurban,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,189,0.0,171.0,1.0,Semiurban,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,Yes,3703,140.29829137,173.0,1.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,3273,0.0,112.0,1.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,3543,920.3818839,18.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,9083,0.0,222.0,0.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Female,Graduate,Yes,262,2897.30448178,331.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,678,0.0,167.0,0.0,Semiurban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,No,5148,39.01763188,173.0,1.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,150,1115.2954237,131.0,0.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,No,12084,74.7537935,402.0,1.0,Semiurban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,Yes,150,61.72917849,40.0,1.0,Rural,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,2967,0.0,250.0,1.0,Semiurban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,4174,1024.38204048,155.0,1.0,Rural,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,1292,1242.79029444,232.0,1.0,Semiurban,N,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,1551,0.0,177.0,1.0,Semiurban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,3496,1075.37463004,133.0,1.0,Semiurban,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,Yes,1076,0.0,175.0,1.0,Urban,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,Yes,1181,619.17626466,255.0,1.0,Semiurban,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,150,0.0,184.0,0.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Female,Graduate,Yes,9027,0.0,55.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,Yes,14777,1802.2108262,190.0,1.0,Semiurban,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,171.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,867,0.0,166.0,1.0,Semiurban,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,629,0.0,107.0,0.0,Rural,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,150,0.0,100.0,1.0,Urban,N,I need to renovate my house immediately. I am very confident in repayment.
Female,Not Graduate,No,385,85.0452424,147.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,3402,629.64324954,78.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Business is booming right now.
Female,Graduate,Yes,2029,0.0,81.0,1.0,Rural,N,Buying a new car for daily commute. I am very confident in repayment.
Male,Not Graduate,No,338,0.0,171.0,1.0,Rural,N,Urgent medical expenses covered by loan. Facing some financial stress currently.
Female,Graduate,No,1889,3384.81900576,9.0,1.0,Rural,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,150,0.0,124.0,1.0,Rural,Y,Buying a new car for daily commute. Business is booming right now.
Female,Graduate,No,150,152.9678448,164.0,1.0,Rural,N,Consolidating high-interest debts. I am very confident in repayment.
Female,Graduate,Yes,547,0.0,210.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Female,Graduate,No,463,0.0,247.0,1.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,4600,313.02269865,169.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,1651,6600.66884325,197.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,980,0.0,212.0,1.0,Urban,N,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,Yes,184,0.0,174.0,1.0,Urban,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,2537,274.93630267,63.0,1.0,Semiurban,N,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,1006,0.0,263.0,0.0,Urban,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Not Graduate,Yes,150,159.63563935,226.0,0.0,Semiurban,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,192.0,1.0,Rural,Y,Planning to expand my small business operations. I might struggle slightly initially.
Female,Graduate,No,2997,0.0,362.0,1.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Not Graduate,No,11714,739.12241603,87.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,3260,0.0,103.0,1.0,Rural,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,928,0.0,87.0,1.0,Urban,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Female,Graduate,No,6762,341.08143576,376.0,0.0,Rural,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,Yes,1265,0.0,176.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,946,0.0,381.0,0.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,150,0.0,75.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Female,Graduate,No,14544,0.0,101.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
