Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
No,150,0.0,35.0,0.0,Y,Consolidating high-interest debts. Business is booming right now.,150.0,0.23178807947019867,0,65,1,True,False,False,False,True,False,False,False
No,150,0.0,221.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,150.0,1.4635761589403973,1,77,1,False,False,False,False,True,False,False,False
No,772,0.0,139.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,772.0,0.17981888745148772,1,74,1,True,False,False,False,False,False,False,False
No,754,0.0,178.0,0.0,Y,Buying a new car for daily commute. Business is booming right now.,754.0,0.23576158940397351,0,66,0,True,False,False,False,True,False,False,False
No,150,0.0,104.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,0.6887417218543046,1,77,1,True,False,False,True,False,False,False,False
No,3157,0.0,191.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,3157.0,0.060481317289423686,1,80,0,True,False,False,False,False,True,False,False
No,2828,0.0,89.0,0.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,2828.0,0.031459879816189466,0,80,0,True,False,False,True,False,True,False,False
No,150,2994.15577126,98.0,0.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,3144.15577126,0.031159029036180175,0,75,0,True,True,False,False,True,True,False,False
No,1876,0.0,107.0,0.0,Y,Consolidating high-interest debts. Business is booming right now.,1876.0,0.05700586041555674,0,65,1,True,False,False,False,False,False,False,False
Yes,11455,221.10540201,181.0,0.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,11676.10540201,0.015500416735884233,0,74,1,True,False,True,False,False,False,False,True
Yes,791,249.71472598,278.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,1040.71472598,0.26686768754129847,1,74,1,True,False,True,True,False,False,False,False
No,2627,1439.48718494,233.0,0.0,Y,Planning to expand my small business operations. I am very confident in repayment.,4066.4871849399997,0.057283524054529265,0,82,0,False,False,False,True,False,True,False,False
No,1463,0.0,178.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,1463.0,0.12158469945355191,1,80,1,True,True,False,True,False,False,False,False
No,998,0.0,176.0,1.0,N,Buying a new car for daily commute. Business is booming right now.,998.0,0.17617617617617617,1,66,0,True,False,False,False,True,False,False,False
No,7824,0.0,348.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,7824.0,0.044472843450479235,1,74,0,True,False,False,False,False,False,True,False
No,150,31.59195534,286.0,0.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,181.59195534,1.566334066949699,0,80,0,False,False,False,False,True,False,False,False
Yes,1082,5604.12035223,175.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,6686.12035223,0.026169709947218393,1,71,1,True,True,True,False,False,False,True,False
Yes,2478,0.0,182.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,2478.0,0.07341670028237192,1,72,1,True,False,True,True,False,True,False,False
No,318,0.0,160.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,318.0,0.5015673981191222,1,74,0,True,False,False,False,True,False,False,False
No,414,0.0,343.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,414.0,0.8265060240963855,1,69,0,False,False,False,False,True,False,False,False
No,13329,0.0,199.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,13329.0,0.014928732183045761,1,69,0,True,False,False,False,True,False,False,True
No,150,0.0,190.0,0.0,Y,Buying a new car for daily commute. I am very confident in repayment.,150.0,1.2582781456953642,0,69,0,True,True,False,False,True,False,False,False
No,7595,624.14899102,63.0,0.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,8219.14899102,0.007664094661644646,0,74,1,True,False,False,True,False,False,True,False
No,2949,1462.7885128,202.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,4411.7885128,0.04577604374514361,1,69,0,True,False,False,False,False,True,False,False
No,549,2716.79630788,222.0,0.0,Y,Planning to expand my small business operations. I am very confident in repayment.,3265.79630788,0.06795648674651153,0,82,0,True,False,False,True,False,True,False,False
No,150,0.0,176.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,150.0,1.1655629139072847,1,66,0,True,True,False,True,False,False,False,False
No,150,0.0,197.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,150.0,1.304635761589404,1,85,1,True,False,False,True,False,False,False,False
No,150,4240.56817896,182.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,4390.56817896,0.041443054640928005,1,77,1,True,False,False,False,True,True,False,False
Yes,6369,0.0,280.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,6369.0,0.04395604395604396,1,80,0,False,False,True,True,False,False,True,False
Yes,3432,427.01823247,71.0,0.0,Y,Consolidating high-interest debts. Business is booming right now.,3859.01823247,0.018393695501942635,0,65,1,True,False,True,True,False,True,False,False
No,8288,0.0,269.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,8288.0,0.03245264808782724,1,75,0,True,False,False,False,True,False,True,False
No,459,0.0,298.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,459.0,0.6478260869565218,1,71,0,True,False,False,False,True,False,False,False
No,8665,0.0,175.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,8665.0,0.020193861066235864,1,75,0,True,False,False,True,False,False,True,False
No,2802,1159.39023002,232.0,0.0,N,Consolidating high-interest debts. I am very confident in repayment.,3961.3902300199998,0.058550517877394674,0,68,1,False,False,False,True,False,True,False,False
No,3455,0.0,355.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,3455.0,0.10271990740740741,1,77,1,True,False,False,True,False,True,False,False
No,3676,2924.32034767,254.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,6600.32034767,0.03847715102777155,1,68,1,False,True,False,True,False,False,True,False
No,798,0.0,196.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,798.0,0.2453066332916145,1,79,0,True,False,False,False,False,False,False,False
Yes,2608,0.0,176.0,0.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2608.0,0.06745879647374473,0,77,1,True,True,True,False,True,True,False,False
No,1281,0.0,110.0,0.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1281.0,0.08580343213728549,0,74,0,True,True,False,False,False,False,False,False
No,10178,39.8776374,121.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,10217.8776374,0.011840830695256876,1,69,0,True,False,False,False,False,False,False,True
No,150,1376.74636959,57.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,1526.74636959,0.037309857928379195,1,82,0,True,False,False,False,False,False,False,False
No,1203,0.0,239.0,0.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,1203.0,0.19850498338870431,0,77,1,True,False,False,False,True,False,False,False
No,2228,4172.96177764,265.0,0.0,N,Planning to expand my small business operations. I am very confident in repayment.,6400.96177764,0.04139356172440142,0,82,0,True,False,False,True,False,False,True,False
Yes,7251,0.0,157.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,7251.0,0.021649200220628793,1,74,1,True,False,True,False,True,False,True,False
No,2681,1204.7130497,140.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,3885.7130497,0.03602015333002421,1,79,0,True,True,False,True,False,True,False,False
No,7400,1997.90276041,58.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,9397.90276041,0.0061709330842646066,1,80,0,False,False,False,False,True,False,True,False
No,150,0.0,400.0,1.0,N,Planning to expand my small business operations. Facing some financial stress currently.,150.0,2.6490066225165565,1,88,0,True,True,False,False,False,False,False,False
No,1282,0.0,161.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1282.0,0.1254871395167576,1,74,1,True,False,False,False,True,False,False,False
No,840,0.0,205.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,840.0,0.2437574316290131,1,77,1,True,True,False,False,True,False,False,False
No,150,2054.72827552,338.0,0.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,2204.72827552,0.15323737005652546,0,77,1,True,False,False,False,False,True,False,False
No,150,154.04402949,289.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,304.04402949,0.9474042172966838,1,74,1,True,False,False,False,False,False,False,False
No,780,0.0,185.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,780.0,0.23687580025608196,1,69,0,False,True,False,False,True,False,False,False
Yes,150,0.0,600.0,1.0,N,Consolidating high-interest debts. Facing some financial stress currently.,150.0,3.9735099337748343,1,74,1,True,False,True,False,True,False,False,False
Yes,2133,0.0,182.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,2133.0,0.08528584817244611,1,74,0,True,False,True,True,False,True,False,False
No,617,0.0,457.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,617.0,0.7394822006472492,1,79,0,True,False,False,False,True,False,False,False
Yes,2455,0.0,191.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,2455.0,0.07776872964169382,1,69,0,False,True,True,False,True,True,False,False
Yes,1060,2038.29377671,231.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,3098.29377671,0.07453310871524219,1,79,0,True,False,True,True,False,True,False,False
No,150,0.0,144.0,0.0,N,Buying a new car for daily commute. Business is booming right now.,150.0,0.9536423841059603,0,66,0,True,False,False,True,False,False,False,False
No,240,0.0,251.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,240.0,1.04149377593361,1,77,1,True,False,False,True,False,False,False,False
No,12338,3369.73530203,227.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,15707.73530203,0.014450558599116847,1,74,1,True,True,False,False,False,False,False,True
No,6806,0.0,138.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,6806.0,0.020273248126928163,1,80,1,False,False,False,False,True,False,True,False
No,4968,0.0,386.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,4968.0,0.07768162608170658,1,74,1,True,True,False,False,True,True,False,False
No,1271,0.0,244.0,1.0,N,Urgent medical expenses covered by loan. Business is booming right now.,1271.0,0.1918238993710692,1,71,1,True,False,False,False,True,False,False,False
No,1124,0.0,174.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,1124.0,0.15466666666666667,1,65,1,True,False,False,False,True,False,False,False
No,150,0.0,280.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,150.0,1.8543046357615893,1,77,1,True,False,False,True,False,False,False,False
No,150,0.0,155.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,150.0,1.0264900662251655,1,75,0,True,True,False,True,False,False,False,False
No,5638,0.0,164.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,5638.0,0.029083170774960098,1,71,1,True,False,False,False,False,False,True,False
No,756,0.0,61.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,756.0,0.08058124174372523,1,65,1,True,False,False,False,False,False,False,False
Yes,589,180.22082671,395.0,1.0,N,Planning to expand my small business operations. Facing some financial stress currently.,769.22082671,0.5128399366805535,1,88,0,True,False,True,False,False,False,False,False
No,4883,0.0,232.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,4883.0,0.0475020475020475,1,80,0,True,False,False,False,False,True,False,False
No,1603,178.16877382,244.0,0.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,1781.16877382,0.13691183662532522,0,71,1,True,False,False,True,False,False,False,False
No,150,0.0,233.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,150.0,1.5430463576158941,1,72,1,True,False,False,False,False,False,False,False
No,150,260.13227189,75.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,410.13227189,0.1824230427235022,1,65,1,False,False,False,True,False,False,False,False
No,1374,366.51190413,257.0,0.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,1740.51190413,0.14757292177591427,0,77,1,True,False,False,False,True,False,False,False
Yes,3494,75.74554742,193.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,3569.74554742,0.05405033694978626,1,65,1,True,False,True,False,False,True,False,False
Yes,4820,398.65565923,179.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,5218.65565923,0.03429344992968481,1,77,1,True,False,True,False,False,False,True,False
Yes,6184,0.0,74.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,6184.0,0.011964430072756669,1,79,0,True,True,True,False,True,False,True,False
No,937,0.0,245.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,937.0,0.26119402985074625,1,82,0,True,True,False,False,True,False,False,False
No,1457,91.90980663,131.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1548.90980663,0.084521047250379,1,74,0,True,False,False,False,False,False,False,False
Yes,1489,1289.91939298,153.0,0.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,2778.9193929800003,0.055037567055492224,0,80,0,True,False,True,True,False,True,False,False
No,1860,0.0,253.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1860.0,0.13594841483073616,1,77,1,True,True,False,False,True,False,False,False
No,6145,3433.27621263,124.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,9578.27621263,0.012944610557999107,1,82,0,True,False,False,False,True,False,True,False
No,1076,854.47819867,160.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,1930.47819867,0.08283810819618605,1,69,0,True,False,False,False,False,False,False,False
No,150,0.0,144.0,0.0,Y,I need to renovate my house immediately. I am very confident in repayment.,150.0,0.9536423841059603,0,74,0,True,True,False,False,True,False,False,False
No,3840,0.0,223.0,1.0,N,Consolidating high-interest debts. Facing some financial stress currently.,3840.0,0.0580577974485811,1,74,1,True,False,False,False,True,True,False,False
No,570,0.0,121.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,570.0,0.2119089316987741,1,82,0,False,False,False,False,False,False,False,False
No,4877,0.0,244.0,0.0,Y,Consolidating high-interest debts. Business is booming right now.,4877.0,0.05002050020500205,0,65,1,False,False,False,False,False,True,False,False
No,2589,127.26469299,600.0,1.0,N,I need to renovate my house immediately. Facing some financial stress currently.,2716.26469299,0.22081028820927165,1,80,0,True,False,False,False,False,True,False,False
No,2839,78.62089558,274.0,1.0,N,Consolidating high-interest debts. I might struggle slightly initially.,2917.62089558,0.09387995556906668,1,71,1,False,True,False,False,False,True,False,False
No,3684,1210.18472533,193.0,0.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,4894.18472533,0.03942649988290059,0,71,1,True,False,False,False,True,True,False,False
Yes,4198,63.58154011,172.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,4261.58154011,0.04035113425550128,1,72,1,True,False,True,False,True,True,False,False
Yes,2906,0.0,109.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,2906.0,0.037495700034399726,1,74,1,True,False,True,True,False,True,False,False
No,7736,0.0,108.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,7736.0,0.013958898797983715,1,88,0,True,False,False,False,True,False,True,False
No,5162,1961.42743183,90.0,0.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,7123.4274318299995,0.012632594108251358,0,74,1,False,False,False,False,True,False,True,False
No,2699,0.0,189.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,2699.0,0.07,1,74,0,True,False,False,False,False,True,False,False
No,150,0.0,241.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,150.0,1.596026490066225,1,77,1,True,False,False,False,True,False,False,False
No,1289,0.0,224.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,1289.0,0.17364341085271318,1,69,0,True,False,False,True,False,False,False,False
No,4411,0.0,184.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,4411.0,0.04170444242973708,1,75,0,False,False,False,False,False,True,False,False
No,1080,0.0,51.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,1080.0,0.04717853839037928,1,80,1,True,False,False,False,True,False,False,False
No,2153,4840.4239267,243.0,0.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,6993.4239267,0.03474196053121539,0,77,1,True,False,False,False,False,False,True,False
No,150,0.0,95.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,150.0,0.6291390728476821,1,71,1,False,False,False,False,True,False,False,False
No,308,1306.2539704,258.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,1614.2539704,0.15972720372642643,1,77,1,True,False,False,False,True,False,False,False
No,6747,1735.21722089,44.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,8482.21722089,0.005186711462680645,1,74,1,True,False,False,False,False,False,True,False
No,425,475.32326582,169.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,900.32326582,0.18750209431934312,1,65,1,True,False,False,False,True,False,False,False
Yes,1985,0.0,338.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,1985.0,0.1701913393756294,1,71,0,False,False,True,True,False,False,False,False
Yes,5004,64.01491672,172.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,5068.01491672,0.03393164210913307,1,74,0,True,True,True,True,False,False,True,False
No,3380,93.21007535,141.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3473.21007535,0.040584765152923384,1,69,0,True,False,False,False,True,True,False,False
No,4301,0.0,512.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,4301.0,0.11901441190144119,1,80,0,True,True,False,False,True,True,False,False
No,4131,0.0,195.0,0.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,4131.0,0.04719264278799613,0,74,1,True,False,False,True,False,True,False,False
No,150,189.1729266,232.0,0.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,339.1729266,0.6820060676751105,0,71,1,True,False,False,False,True,False,False,False
No,5599,0.0,145.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,5599.0,0.025892857142857145,1,82,0,True,False,False,False,True,False,True,False
No,150,13.8435824,246.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,163.8435824,1.4923237921575283,1,71,0,False,False,False,False,False,False,False,False
Yes,587,0.0,184.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,587.0,0.3129251700680272,1,71,0,True,False,True,False,True,False,False,False
Yes,150,367.59334935,363.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,517.5933493499999,0.699970411219081,1,66,0,True,False,True,False,False,False,False,False
No,1043,47.65409864,162.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1090.65409864,0.14839865503351488,1,77,1,True,False,False,True,False,False,False,False
No,150,0.0,221.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,150.0,1.4635761589403973,1,71,1,True,True,False,False,True,False,False,False
No,1378,0.0,150.0,0.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,1378.0,0.10877447425670776,0,80,1,True,False,False,False,True,False,False,False
No,677,3628.59674879,149.0,0.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,4305.59674879,0.03459808491284068,0,85,1,True,False,False,True,False,True,False,False
No,7033,0.0,105.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,7033.0,0.014927495024168326,1,77,1,True,True,False,True,False,False,True,False
No,150,1130.46908698,203.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1280.46908698,0.1584119367860867,1,77,1,False,False,False,False,True,False,False,False
No,4460,0.0,231.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,4460.0,0.05178211163416274,1,77,1,True,False,False,False,False,True,False,False
No,2040,716.35238307,178.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,2756.35238307,0.06455467973296077,1,72,1,True,False,False,False,False,True,False,False
No,150,102.6795615,158.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,252.6795615,0.6228329908241347,1,77,1,False,False,False,False,True,False,False,False
No,4372,136.89885566,57.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,4508.89885566,0.012638864379067843,1,77,1,True,False,False,False,False,True,False,False
No,2296,0.0,59.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,2296.0,0.025685676969960818,1,68,1,True,False,False,True,False,True,False,False
No,150,0.0,210.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,150.0,1.390728476821192,1,79,0,True,False,False,False,True,False,False,False
No,3977,1380.82426644,247.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,5357.82426644,0.04609220002731835,1,75,0,True,False,False,True,False,False,True,False
No,150,0.0,115.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,150.0,0.7615894039735099,1,74,0,True,False,False,False,True,False,False,False
No,3206,0.0,180.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,3206.0,0.05612722170252572,1,74,0,True,False,False,False,False,True,False,False
No,150,0.0,196.0,1.0,N,I need to renovate my house immediately. Business is booming right now.,150.0,1.2980132450331126,1,71,0,True,False,False,False,False,False,False,False
No,3189,0.0,258.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,3189.0,0.08087774294670846,1,71,0,False,False,False,True,False,True,False,False
Yes,787,124.92117802,216.0,0.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,911.92117802,0.23660312105857176,0,80,0,True,False,True,True,False,False,False,False
No,150,0.0,130.0,1.0,N,I need to renovate my house immediately. Business is booming right now.,150.0,0.8609271523178808,1,71,0,True,False,False,False,False,False,False,False
No,2459,9910.54873292,166.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,12369.54873292,0.01341896819485845,1,79,0,True,True,False,True,False,False,False,True
No,4280,0.0,185.0,0.0,N,Buying a new car for daily commute. Facing some financial stress currently.,4280.0,0.04321420228918477,0,75,0,False,False,False,False,True,True,False,False
No,2027,0.0,600.0,0.0,Y,I need to renovate my house immediately. Business is booming right now.,2027.0,0.2958579881656805,0,71,0,True,True,False,False,False,True,False,False
No,977,0.0,369.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,977.0,0.3773006134969325,1,69,0,True,False,False,False,True,False,False,False
No,2790,107.00361514,161.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,2897.00361514,0.055555486252291036,1,69,0,True,False,False,False,True,True,False,False
No,6952,1831.59050211,94.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,8783.59050211,0.010700555703469823,1,74,0,True,True,False,True,False,False,True,False
No,5583,140.5609074,195.0,0.0,Y,Buying a new car for daily commute. Business is booming right now.,5723.5609074,0.03406374797199349,0,66,0,True,True,False,True,False,False,True,False
No,150,0.0,182.0,0.0,Y,Buying a new car for daily commute. I am very confident in repayment.,150.0,1.205298013245033,0,69,0,True,False,False,False,False,False,False,False
No,1742,0.0,34.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1742.0,0.019506597819850834,1,74,1,False,True,False,True,False,False,False,False
No,242,142.04258796,490.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,384.04258796,1.2725865016544702,1,65,1,True,False,False,False,True,False,False,False
No,150,0.0,116.0,0.0,N,Planning to expand my small business operations. Business is booming right now.,150.0,0.7682119205298014,0,79,0,True,True,False,True,False,False,False,False
No,295,0.0,368.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,295.0,1.2432432432432432,1,74,1,True,False,False,True,False,False,False,False
No,2219,0.0,296.0,1.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,2219.0,0.13333333333333333,1,77,1,True,True,False,False,False,True,False,False
No,12981,0.0,187.0,0.0,Y,I need to renovate my house immediately. I am very confident in repayment.,12981.0,0.014404560160221846,0,74,0,True,True,False,True,False,False,False,True
No,313,573.39750664,233.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,886.39750664,0.2625655337732694,1,71,0,True,False,False,False,True,False,False,False
Yes,2394,0.0,120.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,2394.0,0.05010438413361169,1,71,1,True,False,True,True,False,True,False,False
No,1451,0.0,298.0,1.0,N,Buying a new car for daily commute. Business is booming right now.,1451.0,0.20523415977961432,1,66,0,True,False,False,False,False,False,False,False
No,593,0.0,198.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,593.0,0.3333333333333333,1,77,1,True,False,False,False,True,False,False,False
No,3175,364.89829041,96.0,1.0,N,Planning to expand my small business operations. I am very confident in repayment.,3539.89829041,0.027111764339575024,1,82,0,True,False,False,False,True,True,False,False
No,584,0.0,42.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,584.0,0.07179487179487179,1,74,0,True,False,False,True,False,False,False,False
Yes,800,0.0,241.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,800.0,0.30087390761548066,1,75,0,True,False,True,True,False,False,False,False
No,3951,0.0,257.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,3951.0,0.06503036437246963,1,77,1,True,True,False,True,False,True,False,False
Yes,3743,0.0,162.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,3743.0,0.04326923076923077,1,68,1,False,True,True,False,True,True,False,False
No,1700,0.0,249.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,1700.0,0.14638447971781304,1,71,1,False,False,False,False,True,False,False,False
Yes,1538,0.0,198.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,1538.0,0.1286549707602339,1,79,0,True,True,True,False,False,False,False,False
No,150,0.0,82.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,150.0,0.543046357615894,1,74,1,True,False,False,True,False,False,False,False
No,7857,0.0,9.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,7857.0,0.0011453296004072283,1,82,0,True,False,False,False,True,False,True,False
No,150,0.0,224.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,150.0,1.4834437086092715,1,77,1,True,True,False,False,True,False,False,False
No,15302,0.0,217.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,15302.0,0.014180226099457623,1,69,0,True,False,False,False,True,False,False,True
Yes,7373,0.0,118.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,7373.0,0.01600216978573366,1,80,0,True,True,True,False,True,False,True,False
No,979,0.0,221.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,979.0,0.22551020408163266,1,71,1,True,True,False,False,True,False,False,False
No,5705,0.0,221.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,5705.0,0.03873116018226428,1,74,0,False,True,False,False,False,False,True,False
No,791,0.0,115.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,791.0,0.1452020202020202,1,74,0,True,False,False,True,False,False,False,False
No,150,0.0,396.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,150.0,2.622516556291391,1,68,1,False,True,False,True,False,False,False,False
No,189,0.0,171.0,1.0,N,Buying a new car for daily commute. I am very confident in repayment.,189.0,0.9,1,69,0,True,False,False,True,False,False,False,False
Yes,3703,140.29829137,173.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,3843.29829137,0.0450017108163445,1,65,1,True,False,True,True,False,True,False,False
No,3273,0.0,112.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,3273.0,0.03420891875381796,1,80,0,True,False,False,False,False,True,False,False
No,3543,920.3818839,18.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,4463.3818839,0.004031913144552844,1,80,1,True,False,False,True,False,True,False,False
